timestamp,market_zone,solar_mw,wind_mw
2026-08-21 02:00:00,SR,0.0,56.15
2026-08-21 02:00:00,WR,0.0,120.89
2026-08-21 03:00:00,SR,0.0,52.26
2026-08-21 03:00:00,WR,0.0,110.36
2026-08-21 04:00:00,SR,0.0,82.75
2026-08-21 04:00:00,WR,0.0,51.87
2026-08-21 05:00:00,SR,0.0,41.75
2026-08-21 05:00:00,WR,0.0,93.1
2026-08-21 06:00:00,SR,0.0,90.84
2026-08-21 06:00:00,WR,0.0,68.39
2026-08-21 07:00:00,SR,47.18,120.21
2026-08-21 07:00:00,WR,56.82,73.35
2026-08-21 08:00:00,SR,116.64,108.55
2026-08-21 08:00:00,WR,99.13,159.25
2026-08-21 09:00:00,SR,179.09,97.05
2026-08-21 09:00:00,WR,140.13,116.38
2026-08-21 10:00:00,SR,226.62,114.39
2026-08-21 10:00:00,WR,126.21,54.94
2026-08-21 11:00:00,SR,239.39,51.71
2026-08-21 11:00:00,WR,143.78,137.07
2026-08-21 12:00:00,SR,178.43,86.16
2026-08-21 12:00:00,WR,231.54,56.1
2026-08-21 13:00:00,SR,168.03,47.84
2026-08-21 13:00:00,WR,156.64,75.25
2026-08-21 14:00:00,SR,149.99,80.13
2026-08-21 14:00:00,WR,176.67,117.05
2026-08-21 15:00:00,SR,131.98,86.59
2026-08-21 15:00:00,WR,151.86,156.73
2026-08-21 16:00:00,SR,135.88,108.8
2026-08-21 16:00:00,WR,85.35,122.23
2026-08-21 17:00:00,SR,53.52,80.14
2026-08-21 17:00:00,WR,51.89,72.82
2026-08-21 18:00:00,SR,0.0,72.15
2026-08-21 18:00:00,WR,0.0,43.37
2026-08-21 19:00:00,SR,0.0,91.29
2026-08-21 19:00:00,WR,0.0,129.68
2026-08-21 20:00:00,SR,0.0,44.56
2026-08-21 20:00:00,WR,0.0,131.9
2026-08-21 21:00:00,SR,0.0,125.32
2026-08-21 21:00:00,WR,0.0,158.15
2026-08-21 22:00:00,SR,0.0,32.8
2026-08-21 22:00:00,WR,0.0,102.6
2026-08-21 23:00:00,SR,0.0,109.57
2026-08-21 23:00:00,WR,0.0,75.03
2026-08-22 00:00:00,SR,0.0,84.88
2026-08-22 00:00:00,WR,0.0,145.88
2026-08-22 01:00:00,SR,0.0,48.21
2026-08-22 01:00:00,WR,0.0,137.91
2026-08-22 02:00:00,SR,0.0,100.8
2026-08-22 02:00:00,WR,0.0,100.04
2026-08-22 03:00:00,SR,0.0,31.37
2026-08-22 03:00:00,WR,0.0,137.5
2026-08-22 04:00:00,SR,0.0,103.81
2026-08-22 04:00:00,WR,0.0,67.5
2026-08-22 05:00:00,SR,0.0,84.45
2026-08-22 05:00:00,WR,0.0,112.53
2026-08-22 06:00:00,SR,0.0,30.85
2026-08-22 06:00:00,WR,0.0,74.52
2026-08-22 07:00:00,SR,68.94,53.26
2026-08-22 07:00:00,WR,49.67,163.15
2026-08-22 08:00:00,SR,142.53,102.52
2026-08-22 08:00:00,WR,113.65,154.19
2026-08-22 09:00:00,SR,183.32,51.75
2026-08-22 09:00:00,WR,127.87,169.51
2026-08-22 10:00:00,SR,225.78,122.06
2026-08-22 10:00:00,WR,133.94,102.63
2026-08-22 11:00:00,SR,171.32,56.75
2026-08-22 11:00:00,WR,184.9,141.78
2026-08-22 12:00:00,SR,196.68,63.79
2026-08-22 12:00:00,WR,239.72,132.36
2026-08-22 13:00:00,SR,256.18,72.3
2026-08-22 13:00:00,WR,200.93,89.84
2026-08-22 14:00:00,SR,209.62,55.49
2026-08-22 14:00:00,WR,168.8,101.3
2026-08-22 15:00:00,SR,130.16,50.53
2026-08-22 15:00:00,WR,98.85,100.43
2026-08-22 16:00:00,SR,140.53,85.75
2026-08-22 16:00:00,WR,116.9,129.3
2026-08-22 17:00:00,SR,55.91,105.44
2026-08-22 17:00:00,WR,58.76,84.67
2026-08-22 18:00:00,SR,0.0,49.16
2026-08-22 18:00:00,WR,0.0,34.69
2026-08-22 19:00:00,SR,0.0,46.66
2026-08-22 19:00:00,WR,0.0,83.62
2026-08-22 20:00:00,SR,0.0,125.96
2026-08-22 20:00:00,WR,0.0,96.42
2026-08-22 21:00:00,SR,0.0,96.64
2026-08-22 21:00:00,WR,0.0,65.73
2026-08-22 22:00:00,SR,0.0,87.37
2026-08-22 22:00:00,WR,0.0,34.37
2026-08-22 23:00:00,SR,0.0,23.02
2026-08-22 23:00:00,WR,0.0,126.66
2026-08-23 00:00:00,SR,0.0,41.85
2026-08-23 00:00:00,WR,0.0,90.91
2026-08-23 01:00:00,SR,0.0,89.23
2026-08-23 01:00:00,WR,0.0,88.19
2026-08-23 02:00:00,SR,0.0,62.37
2026-08-23 02:00:00,WR,0.0,65.0
2026-08-23 03:00:00,SR,0.0,119.55
2026-08-23 03:00:00,WR,0.0,105.3
2026-08-23 04:00:00,SR,0.0,102.8
2026-08-23 04:00:00,WR,0.0,91.32
2026-08-23 05:00:00,SR,0.0,69.48
2026-08-23 05:00:00,WR,0.0,96.36
2026-08-23 06:00:00,SR,0.0,124.92
2026-08-23 06:00:00,WR,0.0,30.89
2026-08-23 07:00:00,SR,58.81,89.97
2026-08-23 07:00:00,WR,62.02,39.95
2026-08-23 08:00:00,SR,144.51,48.61
2026-08-23 08:00:00,WR,94.11,59.03
2026-08-23 09:00:00,SR,201.3,32.74
2026-08-23 09:00:00,WR,138.89,69.23
2026-08-23 10:00:00,SR,218.71,104.7
2026-08-23 10:00:00,WR,202.87,85.49
2026-08-23 11:00:00,SR,239.52,74.53
2026-08-23 11:00:00,WR,202.23,64.84
2026-08-23 12:00:00,SR,248.34,38.42
2026-08-23 12:00:00,WR,139.68,86.58
2026-08-23 13:00:00,SR,187.49,50.84
2026-08-23 13:00:00,WR,191.11,94.34
2026-08-23 14:00:00,SR,212.78,68.9
2026-08-23 14:00:00,WR,212.81,128.96
2026-08-23 15:00:00,SR,140.01,115.19
2026-08-23 15:00:00,WR,176.43,71.31
2026-08-23 16:00:00,SR,107.74,69.33
2026-08-23 16:00:00,WR,113.13,107.78
2026-08-23 17:00:00,SR,57.02,41.6
2026-08-23 17:00:00,WR,53.4,168.02
2026-08-23 18:00:00,SR,0.0,69.59
2026-08-23 18:00:00,WR,0.0,155.83
2026-08-23 19:00:00,SR,0.0,24.21
2026-08-23 19:00:00,WR,0.0,131.61
2026-08-23 20:00:00,SR,0.0,123.72
2026-08-23 20:00:00,WR,0.0,47.83
2026-08-23 21:00:00,SR,0.0,108.16
2026-08-23 21:00:00,WR,0.0,127.92
2026-08-23 22:00:00,SR,0.0,98.47
2026-08-23 22:00:00,WR,0.0,97.8
2026-08-23 23:00:00,SR,0.0,113.75
2026-08-23 23:00:00,WR,0.0,158.63
2026-08-24 00:00:00,SR,0.0,117.71
2026-08-24 00:00:00,WR,0.0,142.96
2026-08-24 01:00:00,SR,0.0,57.94
2026-08-24 01:00:00,WR,0.0,44.58
2026-08-24 02:00:00,SR,0.0,86.65
2026-08-24 02:00:00,WR,0.0,48.75
2026-08-24 03:00:00,SR,0.0,86.42
2026-08-24 03:00:00,WR,0.0,39.75
2026-08-24 04:00:00,SR,0.0,50.57
2026-08-24 04:00:00,WR,0.0,99.05
2026-08-24 05:00:00,SR,0.0,45.8
2026-08-24 05:00:00,WR,0.0,41.31
2026-08-24 06:00:00,SR,0.0,91.73
2026-08-24 06:00:00,WR,0.0,107.33
2026-08-24 07:00:00,SR,69.99,102.4
2026-08-24 07:00:00,WR,59.93,69.17
2026-08-24 08:00:00,SR,103.85,44.05
2026-08-24 08:00:00,WR,97.95,46.45
2026-08-24 09:00:00,SR,159.97,79.92
2026-08-24 09:00:00,WR,167.6,54.5
2026-08-24 10:00:00,SR,250.35,114.36
2026-08-24 10:00:00,WR,129.05,58.71
2026-08-24 11:00:00,SR,278.83,111.78
2026-08-24 11:00:00,WR,220.43,44.81
2026-08-24 12:00:00,SR,295.22,71.38
2026-08-24 12:00:00,WR,206.62,134.47
2026-08-24 13:00:00,SR,165.57,31.27
2026-08-24 13:00:00,WR,214.43,56.61
2026-08-24 14:00:00,SR,188.52,49.56
2026-08-24 14:00:00,WR,125.08,92.83
2026-08-24 15:00:00,SR,132.9,122.59
2026-08-24 15:00:00,WR,113.33,127.9
2026-08-24 16:00:00,SR,95.69,123.23
2026-08-24 16:00:00,WR,88.81,92.91
2026-08-24 17:00:00,SR,69.29,89.8
2026-08-24 17:00:00,WR,38.89,109.46
2026-08-24 18:00:00,SR,0.0,57.3
2026-08-24 18:00:00,WR,0.0,125.06
2026-08-24 19:00:00,SR,0.0,90.37
2026-08-24 19:00:00,WR,0.0,39.96
2026-08-24 20:00:00,SR,0.0,42.1
2026-08-24 20:00:00,WR,0.0,166.63
2026-08-24 21:00:00,SR,0.0,120.96
2026-08-24 21:00:00,WR,0.0,125.83
2026-08-24 22:00:00,SR,0.0,54.19
2026-08-24 22:00:00,WR,0.0,55.44
2026-08-24 23:00:00,SR,0.0,49.29
2026-08-24 23:00:00,WR,0.0,31.97
2026-08-25 00:00:00,SR,0.0,97.17
2026-08-25 00:00:00,WR,0.0,76.82
2026-08-25 01:00:00,SR,0.0,91.43
2026-08-25 01:00:00,WR,0.0,51.39
2026-08-25 02:00:00,SR,0.0,69.89
2026-08-25 02:00:00,WR,0.0,60.58
2026-08-25 03:00:00,SR,0.0,88.91
2026-08-25 03:00:00,WR,0.0,152.19
2026-08-25 04:00:00,SR,0.0,39.25
2026-08-25 04:00:00,WR,0.0,114.45
2026-08-25 05:00:00,SR,0.0,93.2
2026-08-25 05:00:00,WR,0.0,54.7
2026-08-25 06:00:00,SR,0.0,51.15
2026-08-25 06:00:00,WR,0.0,65.81
2026-08-25 07:00:00,SR,48.37,57.4
2026-08-25 07:00:00,WR,64.01,34.59
2026-08-25 08:00:00,SR,104.86,70.19
2026-08-25 08:00:00,WR,109.94,138.22
2026-08-25 09:00:00,SR,134.85,42.77
2026-08-25 09:00:00,WR,102.57,54.06
2026-08-25 10:00:00,SR,206.23,36.03
2026-08-25 10:00:00,WR,156.52,151.54
2026-08-25 11:00:00,SR,249.21,121.61
2026-08-25 11:00:00,WR,191.17,121.74
2026-08-25 12:00:00,SR,222.62,117.12
2026-08-25 12:00:00,WR,225.59,145.94
2026-08-25 13:00:00,SR,172.2,27.01
2026-08-25 13:00:00,WR,184.57,101.23
2026-08-25 14:00:00,SR,227.23,102.41
2026-08-25 14:00:00,WR,189.03,66.87
2026-08-25 15:00:00,SR,197.15,28.47
2026-08-25 15:00:00,WR,165.2,32.91
2026-08-25 16:00:00,SR,134.94,62.04
2026-08-25 16:00:00,WR,79.76,142.03
2026-08-25 17:00:00,SR,53.3,40.67
2026-08-25 17:00:00,WR,45.49,50.98
2026-08-25 18:00:00,SR,0.0,29.18
2026-08-25 18:00:00,WR,0.0,104.31
2026-08-25 19:00:00,SR,0.0,109.34
2026-08-25 19:00:00,WR,0.0,148.47
2026-08-25 20:00:00,SR,0.0,89.65
2026-08-25 20:00:00,WR,0.0,39.89
2026-08-25 21:00:00,SR,0.0,99.68
2026-08-25 21:00:00,WR,0.0,34.27
2026-08-25 22:00:00,SR,0.0,97.23
2026-08-25 22:00:00,WR,0.0,95.12
2026-08-25 23:00:00,SR,0.0,112.64
2026-08-25 23:00:00,WR,0.0,163.87
2026-08-26 00:00:00,SR,0.0,41.8
2026-08-26 00:00:00,WR,0.0,69.06
2026-08-26 01:00:00,SR,0.0,22.59
2026-08-26 01:00:00,WR,0.0,164.28
2026-08-26 02:00:00,SR,0.0,85.35
2026-08-26 02:00:00,WR,0.0,154.28
2026-08-26 03:00:00,SR,0.0,59.66
2026-08-26 03:00:00,WR,0.0,69.64
2026-08-26 04:00:00,SR,0.0,35.5
2026-08-26 04:00:00,WR,0.0,144.37
2026-08-26 05:00:00,SR,0.0,42.04
2026-08-26 05:00:00,WR,0.0,126.02
2026-08-26 06:00:00,SR,0.0,29.87
2026-08-26 06:00:00,WR,0.0,89.21
2026-08-26 07:00:00,SR,44.69,118.68
2026-08-26 07:00:00,WR,59.33,141.03
2026-08-26 08:00:00,SR,103.57,125.63
2026-08-26 08:00:00,WR,111.33,169.76
2026-08-26 09:00:00,SR,208.73,37.47
2026-08-26 09:00:00,WR,135.29,142.97
2026-08-26 10:00:00,SR,226.48,85.58
2026-08-26 10:00:00,WR,203.11,59.62
2026-08-26 11:00:00,SR,249.44,32.6
2026-08-26 11:00:00,WR,137.39,86.66
2026-08-26 12:00:00,SR,190.46,30.55
2026-08-26 12:00:00,WR,233.88,70.47
2026-08-26 13:00:00,SR,238.16,126.09
2026-08-26 13:00:00,WR,208.88,31.03
2026-08-26 14:00:00,SR,221.46,97.13
2026-08-26 14:00:00,WR,153.7,116.17
2026-08-26 15:00:00,SR,210.66,93.69
2026-08-26 15:00:00,WR,107.55,155.52
2026-08-26 16:00:00,SR,85.21,113.54
2026-08-26 16:00:00,WR,77.54,157.37
2026-08-26 17:00:00,SR,55.45,22.96
2026-08-26 17:00:00,WR,41.89,169.2
2026-08-26 18:00:00,SR,0.0,120.89
2026-08-26 18:00:00,WR,0.0,41.81
2026-08-26 19:00:00,SR,0.0,49.52
2026-08-26 19:00:00,WR,0.0,39.14
2026-08-26 20:00:00,SR,0.0,74.11
2026-08-26 20:00:00,WR,0.0,40.49
2026-08-26 21:00:00,SR,0.0,40.75
2026-08-26 21:00:00,WR,0.0,112.58
2026-08-26 22:00:00,SR,0.0,28.56
2026-08-26 22:00:00,WR,0.0,143.34
2026-08-26 23:00:00,SR,0.0,30.96
2026-08-26 23:00:00,WR,0.0,86.41
2026-08-27 00:00:00,SR,0.0,98.84
2026-08-27 00:00:00,WR,0.0,92.28
2026-08-27 01:00:00,SR,0.0,113.23
2026-08-27 01:00:00,WR,0.0,112.5
2026-08-27 02:00:00,SR,0.0,37.55
2026-08-27 02:00:00,WR,0.0,104.63
2026-08-27 03:00:00,SR,0.0,52.77
2026-08-27 03:00:00,WR,0.0,126.33
2026-08-27 04:00:00,SR,0.0,42.98
2026-08-27 04:00:00,WR,0.0,96.05
2026-08-27 05:00:00,SR,0.0,25.32
2026-08-27 05:00:00,WR,0.0,129.94
2026-08-27 06:00:00,SR,0.0,95.99
2026-08-27 06:00:00,WR,0.0,79.04
2026-08-27 07:00:00,SR,65.34,63.25
2026-08-27 07:00:00,WR,35.94,47.59
2026-08-27 08:00:00,SR,119.96,32.38
2026-08-27 08:00:00,WR,99.89,78.2
2026-08-27 09:00:00,SR,131.4,120.34
2026-08-27 09:00:00,WR,172.0,117.84
2026-08-27 10:00:00,SR,231.92,119.39
2026-08-27 10:00:00,WR,169.78,141.73
2026-08-27 11:00:00,SR,278.91,90.69
2026-08-27 11:00:00,WR,160.91,144.76
2026-08-27 12:00:00,SR,290.31,66.25
2026-08-27 12:00:00,WR,137.84,116.75
2026-08-27 13:00:00,SR,159.85,29.07
2026-08-27 13:00:00,WR,234.39,140.3
2026-08-27 14:00:00,SR,155.69,32.51
2026-08-27 14:00:00,WR,202.25,85.57
2026-08-27 15:00:00,SR,150.25,96.13
2026-08-27 15:00:00,WR,162.79,107.12
2026-08-27 16:00:00,SR,135.87,84.47
2026-08-27 16:00:00,WR,103.54,38.25
2026-08-27 17:00:00,SR,47.82,101.03
2026-08-27 17:00:00,WR,41.46,107.14
2026-08-27 18:00:00,SR,0.0,23.86
2026-08-27 18:00:00,WR,0.0,133.8
2026-08-27 19:00:00,SR,0.0,51.96
2026-08-27 19:00:00,WR,0.0,147.61
2026-08-27 20:00:00,SR,0.0,57.21
2026-08-27 20:00:00,WR,0.0,158.85
2026-08-27 21:00:00,SR,0.0,51.3
2026-08-27 21:00:00,WR,0.0,44.25
2026-08-27 22:00:00,SR,0.0,107.75
2026-08-27 22:00:00,WR,0.0,161.56
2026-08-27 23:00:00,SR,0.0,102.29
2026-08-27 23:00:00,WR,0.0,39.47
2026-08-28 00:00:00,SR,0.0,95.53
2026-08-28 00:00:00,WR,0.0,96.37
2026-08-28 01:00:00,SR,0.0,37.1
2026-08-28 01:00:00,WR,0.0,147.64
2026-08-28 02:00:00,SR,0.0,107.32
2026-08-28 02:00:00,WR,0.0,39.84
2026-08-28 03:00:00,SR,0.0,93.6
2026-08-28 03:00:00,WR,0.0,32.55
2026-08-28 04:00:00,SR,0.0,42.96
2026-08-28 04:00:00,WR,0.0,33.49
2026-08-28 05:00:00,SR,0.0,90.55
2026-08-28 05:00:00,WR,0.0,101.58
2026-08-28 06:00:00,SR,0.0,68.63
2026-08-28 06:00:00,WR,0.0,47.84
2026-08-28 07:00:00,SR,46.62,76.92
2026-08-28 07:00:00,WR,39.22,109.6
2026-08-28 08:00:00,SR,89.25,39.75
2026-08-28 08:00:00,WR,81.93,132.23
2026-08-28 09:00:00,SR,129.33,122.68
2026-08-28 09:00:00,WR,172.77,137.24
2026-08-28 10:00:00,SR,176.2,59.8
2026-08-28 10:00:00,WR,204.54,102.74
2026-08-28 11:00:00,SR,201.38,116.82
2026-08-28 11:00:00,WR,223.26,55.61
2026-08-28 12:00:00,SR,241.0,119.01
2026-08-28 12:00:00,WR,145.19,121.83
2026-08-28 13:00:00,SR,198.49,34.56
2026-08-28 13:00:00,WR,138.46,154.95
2026-08-28 14:00:00,SR,207.92,58.78
2026-08-28 14:00:00,WR,186.46,163.31
2026-08-28 15:00:00,SR,193.22,114.84
2026-08-28 15:00:00,WR,122.2,98.06
2026-08-28 16:00:00,SR,114.4,124.49
2026-08-28 16:00:00,WR,110.47,63.99
2026-08-28 17:00:00,SR,62.03,50.95
2026-08-28 17:00:00,WR,51.36,122.33
2026-08-28 18:00:00,SR,0.0,26.42
2026-08-28 18:00:00,WR,0.0,134.26
2026-08-28 19:00:00,SR,0.0,106.92
2026-08-28 19:00:00,WR,0.0,46.54
2026-08-28 20:00:00,SR,0.0,33.15
2026-08-28 20:00:00,WR,0.0,96.55
2026-08-28 21:00:00,SR,0.0,54.92
2026-08-28 21:00:00,WR,0.0,112.43
2026-08-28 22:00:00,SR,0.0,81.86
2026-08-28 22:00:00,WR,0.0,50.53
2026-08-28 23:00:00,SR,0.0,27.01
2026-08-28 23:00:00,WR,0.0,90.48
2026-08-29 00:00:00,SR,0.0,30.83
2026-08-29 00:00:00,WR,0.0,69.76
2026-08-29 01:00:00,SR,0.0,95.59
2026-08-29 01:00:00,WR,0.0,46.64
2026-08-29 02:00:00,SR,0.0,30.04
2026-08-29 02:00:00,WR,0.0,101.69
2026-08-29 03:00:00,SR,0.0,72.59
2026-08-29 03:00:00,WR,0.0,53.19
2026-08-29 04:00:00,SR,0.0,58.06
2026-08-29 04:00:00,WR,0.0,112.68
2026-08-29 05:00:00,SR,0.0,46.45
2026-08-29 05:00:00,WR,0.0,53.76
2026-08-29 06:00:00,SR,0.0,102.66
2026-08-29 06:00:00,WR,0.0,57.33
2026-08-29 07:00:00,SR,75.95,37.22
2026-08-29 07:00:00,WR,61.68,33.67
2026-08-29 08:00:00,SR,147.28,84.95
2026-08-29 08:00:00,WR,98.11,74.81
2026-08-29 09:00:00,SR,177.93,97.04
2026-08-29 09:00:00,WR,115.13,96.02
2026-08-29 10:00:00,SR,225.22,108.58
2026-08-29 10:00:00,WR,201.11,158.14
2026-08-29 11:00:00,SR,222.42,78.5
2026-08-29 11:00:00,WR,165.77,51.59
2026-08-29 12:00:00,SR,208.72,33.55
2026-08-29 12:00:00,WR,218.52,111.48
2026-08-29 13:00:00,SR,246.05,26.03
2026-08-29 13:00:00,WR,154.66,136.44
2026-08-29 14:00:00,SR,175.12,32.39
2026-08-29 14:00:00,WR,169.64,121.48
2026-08-29 15:00:00,SR,134.88,89.57
2026-08-29 15:00:00,WR,125.81,91.47
2026-08-29 16:00:00,SR,124.92,66.71
2026-08-29 16:00:00,WR,78.89,135.91
2026-08-29 17:00:00,SR,45.86,68.0
2026-08-29 17:00:00,WR,40.16,138.96
2026-08-29 18:00:00,SR,0.0,98.15
2026-08-29 18:00:00,WR,0.0,134.52
2026-08-29 19:00:00,SR,0.0,83.3
2026-08-29 19:00:00,WR,0.0,32.72
2026-08-29 20:00:00,SR,0.0,74.11
2026-08-29 20:00:00,WR,0.0,68.24
2026-08-29 21:00:00,SR,0.0,73.63
2026-08-29 21:00:00,WR,0.0,95.57
2026-08-29 22:00:00,SR,0.0,123.96
2026-08-29 22:00:00,WR,0.0,113.38
2026-08-29 23:00:00,SR,0.0,101.91
2026-08-29 23:00:00,WR,0.0,158.69
2026-08-30 00:00:00,SR,0.0,74.68
2026-08-30 00:00:00,WR,0.0,82.58
2026-08-30 01:00:00,SR,0.0,72.82
2026-08-30 01:00:00,WR,0.0,152.5
2026-08-30 02:00:00,SR,0.0,25.28
2026-08-30 02:00:00,WR,0.0,52.88
2026-08-30 03:00:00,SR,0.0,121.46
2026-08-30 03:00:00,WR,0.0,81.98
2026-08-30 04:00:00,SR,0.0,56.01
2026-08-30 04:00:00,WR,0.0,37.32
2026-08-30 05:00:00,SR,0.0,49.37
2026-08-30 05:00:00,WR,0.0,133.95
2026-08-30 06:00:00,SR,0.0,97.96
2026-08-30 06:00:00,WR,0.0,65.98
2026-08-30 07:00:00,SR,44.36,29.0
2026-08-30 07:00:00,WR,58.16,104.86
2026-08-30 08:00:00,SR,84.22,85.46
2026-08-30 08:00:00,WR,69.54,30.31
2026-08-30 09:00:00,SR,123.5,120.51
2026-08-30 09:00:00,WR,137.85,72.69
2026-08-30 10:00:00,SR,252.43,79.84
2026-08-30 10:00:00,WR,136.65,115.9
2026-08-30 11:00:00,SR,239.79,53.15
2026-08-30 11:00:00,WR,157.64,112.91
2026-08-30 12:00:00,SR,173.64,99.93
2026-08-30 12:00:00,WR,180.17,56.14
2026-08-30 13:00:00,SR,172.65,31.48
2026-08-30 13:00:00,WR,147.82,63.16
2026-08-30 14:00:00,SR,179.28,23.81
2026-08-30 14:00:00,WR,121.98,73.14
2026-08-30 15:00:00,SR,158.11,96.81
2026-08-30 15:00:00,WR,168.98,146.39
2026-08-30 16:00:00,SR,136.59,85.95
2026-08-30 16:00:00,WR,89.68,110.62
2026-08-30 17:00:00,SR,72.3,65.18
2026-08-30 17:00:00,WR,52.11,146.02
2026-08-30 18:00:00,SR,0.0,75.68
2026-08-30 18:00:00,WR,0.0,71.49
2026-08-30 19:00:00,SR,0.0,45.92
2026-08-30 19:00:00,WR,0.0,72.25
2026-08-30 20:00:00,SR,0.0,121.64
2026-08-30 20:00:00,WR,0.0,35.72
2026-08-30 21:00:00,SR,0.0,51.37
2026-08-30 21:00:00,WR,0.0,74.06
2026-08-30 22:00:00,SR,0.0,25.25
2026-08-30 22:00:00,WR,0.0,152.91
2026-08-30 23:00:00,SR,0.0,47.98
2026-08-30 23:00:00,WR,0.0,157.68
2026-08-31 00:00:00,SR,0.0,61.0
2026-08-31 00:00:00,WR,0.0,45.35
2026-08-31 01:00:00,SR,0.0,59.39
2026-08-31 01:00:00,WR,0.0,94.13
2026-08-31 02:00:00,SR,0.0,77.59
2026-08-31 02:00:00,WR,0.0,83.39
2026-08-31 03:00:00,SR,0.0,115.23
2026-08-31 03:00:00,WR,0.0,98.51
2026-08-31 04:00:00,SR,0.0,53.2
2026-08-31 04:00:00,WR,0.0,107.66
2026-08-31 05:00:00,SR,0.0,77.18
2026-08-31 05:00:00,WR,0.0,32.84
2026-08-31 06:00:00,SR,0.0,108.79
2026-08-31 06:00:00,WR,0.0,166.31
2026-08-31 07:00:00,SR,48.21,33.37
2026-08-31 07:00:00,WR,54.61,122.46
2026-08-31 08:00:00,SR,116.45,93.05
2026-08-31 08:00:00,WR,98.45,76.8
2026-08-31 09:00:00,SR,192.61,84.41
2026-08-31 09:00:00,WR,109.08,111.77
2026-08-31 10:00:00,SR,233.37,63.73
2026-08-31 10:00:00,WR,123.46,145.43
2026-08-31 11:00:00,SR,163.66,34.69
2026-08-31 11:00:00,WR,178.55,88.07
2026-08-31 12:00:00,SR,170.23,57.04
2026-08-31 12:00:00,WR,174.31,165.71
2026-08-31 13:00:00,SR,223.99,59.91
2026-08-31 13:00:00,WR,151.82,51.18
2026-08-31 14:00:00,SR,208.44,72.96
2026-08-31 14:00:00,WR,135.21,122.19
2026-08-31 15:00:00,SR,181.39,92.53
2026-08-31 15:00:00,WR,176.13,62.97
2026-08-31 16:00:00,SR,103.97,58.85
2026-08-31 16:00:00,WR,119.69,69.01
2026-08-31 17:00:00,SR,63.15,85.13
2026-08-31 17:00:00,WR,54.45,35.67
2026-08-31 18:00:00,SR,0.0,57.18
2026-08-31 18:00:00,WR,0.0,121.64
2026-08-31 19:00:00,SR,0.0,95.37
2026-08-31 19:00:00,WR,0.0,105.08
2026-08-31 20:00:00,SR,0.0,90.48
2026-08-31 20:00:00,WR,0.0,63.3
2026-08-31 21:00:00,SR,0.0,36.68
2026-08-31 21:00:00,WR,0.0,145.99
2026-08-31 22:00:00,SR,0.0,68.81
2026-08-31 22:00:00,WR,0.0,165.82
2026-08-31 23:00:00,SR,0.0,116.23
2026-08-31 23:00:00,WR,0.0,94.29
2026-09-01 00:00:00,SR,0.0,26.31
2026-09-01 00:00:00,WR,0.0,119.03
2026-09-01 01:00:00,SR,0.0,112.29
2026-09-01 01:00:00,WR,0.0,140.66
2026-09-01 02:00:00,SR,0.0,39.63
