timestamp,market_zone,price_inr_per_mwh
2026-08-21 13:00:00,WR,4101.87
2026-08-21 14:00:00,SR,4503.78
2026-08-21 14:00:00,WR,4234.32
2026-08-21 15:00:00,SR,4841.92
2026-08-21 15:00:00,WR,4553.81
2026-08-21 16:00:00,SR,5222.2
2026-08-21 16:00:00,WR,5029.05
2026-08-21 17:00:00,SR,5612.53
2026-08-21 17:00:00,WR,5626.47
2026-08-21 18:00:00,SR,6086.53
2026-08-21 18:00:00,WR,5232.12
2026-08-21 19:00:00,SR,6971.14
2026-08-21 19:00:00,WR,6456.29
2026-08-21 20:00:00,SR,7009.98
2026-08-21 20:00:00,WR,7013.0
2026-08-21 21:00:00,SR,6803.91
2026-08-21 21:00:00,WR,5640.94
2026-08-21 22:00:00,SR,5676.47
2026-08-21 22:00:00,WR,4557.73
2026-08-21 23:00:00,SR,4385.97
2026-08-21 23:00:00,WR,4139.97
2026-08-22 00:00:00,SR,2990.86
2026-08-22 00:00:00,WR,3350.32
2026-08-22 01:00:00,SR,2897.8
2026-08-22 01:00:00,WR,2985.87
2026-08-22 02:00:00,SR,2828.6
2026-08-22 02:00:00,WR,3018.24
2026-08-22 03:00:00,SR,3108.8
2026-08-22 03:00:00,WR,2930.7
2026-08-22 04:00:00,SR,3071.99
2026-08-22 04:00:00,WR,2757.35
2026-08-22 05:00:00,SR,3234.15
2026-08-22 05:00:00,WR,3066.17
2026-08-22 06:00:00,SR,3854.79
2026-08-22 06:00:00,WR,3523.42
2026-08-22 07:00:00,SR,4299.12
2026-08-22 07:00:00,WR,4769.79
2026-08-22 08:00:00,SR,5290.5
2026-08-22 08:00:00,WR,5142.84
2026-08-22 09:00:00,SR,5052.42
2026-08-22 09:00:00,WR,5076.09
2026-08-22 10:00:00,SR,4877.85
2026-08-22 10:00:00,WR,4629.17
2026-08-22 11:00:00,SR,4361.72
2026-08-22 11:00:00,WR,3894.26
2026-08-22 12:00:00,SR,3788.24
2026-08-22 12:00:00,WR,3710.89
2026-08-22 13:00:00,SR,3736.61
2026-08-22 13:00:00,WR,3386.21
2026-08-22 14:00:00,SR,4048.16
2026-08-22 14:00:00,WR,3531.37
2026-08-22 15:00:00,SR,4257.32
2026-08-22 15:00:00,WR,3848.7
2026-08-22 16:00:00,SR,4343.87
2026-08-22 16:00:00,WR,4517.8
2026-08-22 17:00:00,SR,4819.92
2026-08-22 17:00:00,WR,4733.49
2026-08-22 18:00:00,SR,5030.74
2026-08-22 18:00:00,WR,5096.45
2026-08-22 19:00:00,SR,5859.63
2026-08-22 19:00:00,WR,5243.98
2026-08-22 20:00:00,SR,5790.01
2026-08-22 20:00:00,WR,5548.39
2026-08-22 21:00:00,SR,6037.59
2026-08-22 21:00:00,WR,5481.55
2026-08-22 22:00:00,SR,5690.58
2026-08-22 22:00:00,WR,4235.84
2026-08-22 23:00:00,SR,3644.42
2026-08-22 23:00:00,WR,3598.92
2026-08-23 00:00:00,SR,3269.92
2026-08-23 00:00:00,WR,3179.32
2026-08-23 01:00:00,SR,2988.92
2026-08-23 01:00:00,WR,6211.62
2026-08-23 02:00:00,SR,2944.23
2026-08-23 02:00:00,WR,2605.81
2026-08-23 03:00:00,SR,2944.44
2026-08-23 03:00:00,WR,3060.16
2026-08-23 04:00:00,SR,2811.56
2026-08-23 04:00:00,WR,3010.83
2026-08-23 05:00:00,SR,3190.81
2026-08-23 05:00:00,WR,3204.0
2026-08-23 06:00:00,SR,3979.47
2026-08-23 06:00:00,WR,3399.72
2026-08-23 07:00:00,SR,4739.95
2026-08-23 07:00:00,WR,4218.65
2026-08-23 08:00:00,SR,5101.9
2026-08-23 08:00:00,WR,4597.09
2026-08-23 09:00:00,SR,5187.53
2026-08-23 09:00:00,WR,5062.56
2026-08-23 10:00:00,SR,5548.17
2026-08-23 10:00:00,WR,4776.95
2026-08-23 11:00:00,SR,4543.25
2026-08-23 11:00:00,WR,4125.58
2026-08-23 12:00:00,SR,4015.92
2026-08-23 12:00:00,WR,3929.14
2026-08-23 13:00:00,SR,3677.35
2026-08-23 13:00:00,WR,3506.6
2026-08-23 14:00:00,SR,3669.38
2026-08-23 14:00:00,WR,3827.6
2026-08-23 15:00:00,SR,4090.79
2026-08-23 15:00:00,WR,3914.61
2026-08-23 16:00:00,SR,4326.73
2026-08-23 16:00:00,WR,4464.06
2026-08-23 17:00:00,SR,5457.47
2026-08-23 17:00:00,WR,4720.13
2026-08-23 18:00:00,SR,5374.87
2026-08-23 18:00:00,WR,5138.08
2026-08-23 19:00:00,SR,6317.44
2026-08-23 19:00:00,WR,5555.56
2026-08-23 20:00:00,SR,5979.19
2026-08-23 20:00:00,WR,5540.42
2026-08-23 21:00:00,SR,5923.71
2026-08-23 21:00:00,WR,6234.77
2026-08-23 22:00:00,SR,5016.44
2026-08-23 22:00:00,WR,4679.22
2026-08-23 23:00:00,SR,3574.69
2026-08-23 23:00:00,WR,3746.98
2026-08-24 00:00:00,SR,4031.74
2026-08-24 00:00:00,WR,3799.08
2026-08-24 01:00:00,SR,3443.93
2026-08-24 01:00:00,WR,3500.42
2026-08-24 02:00:00,SR,3222.08
2026-08-24 02:00:00,WR,2975.65
2026-08-24 03:00:00,SR,3468.82
2026-08-24 03:00:00,WR,3384.91
2026-08-24 04:00:00,SR,3410.01
2026-08-24 04:00:00,WR,3165.16
2026-08-24 05:00:00,SR,3825.5
2026-08-24 05:00:00,WR,3734.88
2026-08-24 06:00:00,SR,4534.85
2026-08-24 06:00:00,WR,4492.83
2026-08-24 07:00:00,SR,4861.96
2026-08-24 07:00:00,WR,4653.77
2026-08-24 08:00:00,SR,5765.42
2026-08-24 08:00:00,WR,5684.48
2026-08-24 09:00:00,SR,5994.7
2026-08-24 09:00:00,WR,5442.62
2026-08-24 10:00:00,SR,6032.56
2026-08-24 10:00:00,WR,4742.21
2026-08-24 11:00:00,SR,5023.68
2026-08-24 11:00:00,WR,4322.43
2026-08-24 12:00:00,SR,4521.9
2026-08-24 12:00:00,WR,4164.4
2026-08-24 13:00:00,SR,4193.75
2026-08-24 13:00:00,WR,4008.77
2026-08-24 14:00:00,SR,4481.33
2026-08-24 14:00:00,WR,4036.31
2026-08-24 15:00:00,SR,4778.16
2026-08-24 15:00:00,WR,4697.26
2026-08-24 16:00:00,SR,5257.45
2026-08-24 16:00:00,WR,4948.77
2026-08-24 17:00:00,SR,5869.93
2026-08-24 17:00:00,WR,5596.14
2026-08-24 18:00:00,SR,6247.98
2026-08-24 18:00:00,WR,6045.61
2026-08-24 19:00:00,SR,7680.44
2026-08-24 19:00:00,WR,7168.78
2026-08-24 20:00:00,SR,6722.81
2026-08-24 20:00:00,WR,6563.18
2026-08-24 21:00:00,SR,6183.13
2026-08-24 21:00:00,WR,6632.87
2026-08-24 22:00:00,SR,5808.48
2026-08-24 22:00:00,WR,5356.21
2026-08-24 23:00:00,SR,4253.17
2026-08-24 23:00:00,WR,4248.42
2026-08-25 00:00:00,SR,3315.96
2026-08-25 00:00:00,WR,3646.23
2026-08-25 01:00:00,SR,3327.33
2026-08-25 01:00:00,WR,3493.27
2026-08-25 02:00:00,SR,3790.98
2026-08-25 02:00:00,WR,3335.08
2026-08-25 03:00:00,SR,3215.94
2026-08-25 03:00:00,WR,3489.6
2026-08-25 04:00:00,SR,3113.59
2026-08-25 04:00:00,WR,3250.98
2026-08-25 05:00:00,SR,4165.83
2026-08-25 05:00:00,WR,3432.35
2026-08-25 06:00:00,SR,4270.24
2026-08-25 06:00:00,WR,4314.44
2026-08-25 07:00:00,SR,6209.11
2026-08-25 07:00:00,WR,4945.01
2026-08-25 08:00:00,SR,5913.08
2026-08-25 08:00:00,WR,5533.6
2026-08-25 09:00:00,SR,6817.38
2026-08-25 09:00:00,WR,5837.86
2026-08-25 10:00:00,SR,5702.2
2026-08-25 10:00:00,WR,5253.17
2026-08-25 11:00:00,SR,5129.13
2026-08-25 11:00:00,WR,4638.34
2026-08-25 12:00:00,SR,4388.04
2026-08-25 12:00:00,WR,4081.2
2026-08-25 13:00:00,SR,4216.19
2026-08-25 13:00:00,WR,4131.16
2026-08-25 14:00:00,SR,4418.1
2026-08-25 14:00:00,WR,4636.59
2026-08-25 15:00:00,SR,4932.82
2026-08-25 15:00:00,WR,4624.85
2026-08-25 16:00:00,SR,5362.55
2026-08-25 16:00:00,WR,4888.32
2026-08-25 17:00:00,SR,5838.68
2026-08-25 17:00:00,WR,4855.12
2026-08-25 18:00:00,SR,6000.22
2026-08-25 18:00:00,WR,6386.05
2026-08-25 19:00:00,SR,6793.99
2026-08-25 19:00:00,WR,6492.8
2026-08-25 20:00:00,SR,7580.88
2026-08-25 20:00:00,WR,6548.18
2026-08-25 21:00:00,SR,6421.87
2026-08-25 21:00:00,WR,5552.09
2026-08-25 22:00:00,SR,5797.53
2026-08-25 22:00:00,WR,5271.12
2026-08-25 23:00:00,SR,4680.7
2026-08-25 23:00:00,WR,4219.24
2026-08-26 00:00:00,SR,3807.01
2026-08-26 00:00:00,WR,3568.66
2026-08-26 01:00:00,SR,3679.88
2026-08-26 01:00:00,WR,3240.21
2026-08-26 02:00:00,SR,3226.64
2026-08-26 02:00:00,WR,3140.19
2026-08-26 03:00:00,SR,3410.46
2026-08-26 03:00:00,WR,3647.87
2026-08-26 04:00:00,SR,3366.41
2026-08-26 04:00:00,WR,3392.6
2026-08-26 05:00:00,SR,3720.53
2026-08-26 05:00:00,WR,3615.46
2026-08-26 06:00:00,SR,4854.27
2026-08-26 06:00:00,WR,4445.52
2026-08-26 07:00:00,SR,5361.66
2026-08-26 07:00:00,WR,5104.54
2026-08-26 08:00:00,SR,6118.02
2026-08-26 08:00:00,WR,5280.86
2026-08-26 09:00:00,SR,5728.39
2026-08-26 09:00:00,WR,6153.2
2026-08-26 10:00:00,SR,6276.6
2026-08-26 10:00:00,WR,5350.61
2026-08-26 11:00:00,SR,5240.99
2026-08-26 11:00:00,WR,4704.4
2026-08-26 12:00:00,SR,4407.56
2026-08-26 12:00:00,WR,4506.01
2026-08-26 13:00:00,SR,4198.99
2026-08-26 13:00:00,WR,3785.62
2026-08-26 14:00:00,SR,4498.22
2026-08-26 14:00:00,WR,3987.16
2026-08-26 15:00:00,SR,5106.98
2026-08-26 15:00:00,WR,4653.78
2026-08-26 16:00:00,SR,5789.8
2026-08-26 16:00:00,WR,5239.89
2026-08-26 17:00:00,SR,6069.11
2026-08-26 17:00:00,WR,5328.11
2026-08-26 18:00:00,SR,6250.49
2026-08-26 18:00:00,WR,5670.83
2026-08-26 19:00:00,SR,7170.71
2026-08-26 19:00:00,WR,6616.32
2026-08-26 20:00:00,SR,7308.74
2026-08-26 20:00:00,WR,7356.75
2026-08-26 21:00:00,SR,6705.44
2026-08-26 21:00:00,WR,6292.03
2026-08-26 22:00:00,SR,5942.38
2026-08-26 22:00:00,WR,5099.07
2026-08-26 23:00:00,SR,4582.66
2026-08-26 23:00:00,WR,3974.25
2026-08-27 00:00:00,SR,3708.26
2026-08-27 00:00:00,WR,3641.96
2026-08-27 01:00:00,SR,3428.39
2026-08-27 01:00:00,WR,3621.69
2026-08-27 02:00:00,SR,3528.03
2026-08-27 02:00:00,WR,3853.47
2026-08-27 03:00:00,SR,3198.01
2026-08-27 03:00:00,WR,3278.76
2026-08-27 04:00:00,SR,3211.07
2026-08-27 04:00:00,WR,3390.98
2026-08-27 05:00:00,SR,3829.83
2026-08-27 05:00:00,WR,4033.75
2026-08-27 06:00:00,SR,4662.94
2026-08-27 06:00:00,WR,4506.66
2026-08-27 07:00:00,SR,5512.88
2026-08-27 07:00:00,WR,5170.39
2026-08-27 08:00:00,SR,6158.46
2026-08-27 08:00:00,WR,6112.18
2026-08-27 09:00:00,SR,5636.63
2026-08-27 09:00:00,WR,5916.89
2026-08-27 10:00:00,SR,5953.04
2026-08-27 10:00:00,WR,5140.28
2026-08-27 11:00:00,SR,5399.05
2026-08-27 11:00:00,WR,4966.01
2026-08-27 12:00:00,SR,4611.93
2026-08-27 12:00:00,WR,3865.11
2026-08-27 13:00:00,SR,4447.69
2026-08-27 13:00:00,WR,4260.45
2026-08-27 14:00:00,SR,4425.29
2026-08-27 14:00:00,WR,4149.48
2026-08-27 15:00:00,SR,4892.13
2026-08-27 15:00:00,WR,4516.58
2026-08-27 16:00:00,SR,5290.37
2026-08-27 16:00:00,WR,4938.21
2026-08-27 17:00:00,SR,5944.29
2026-08-27 17:00:00,WR,5461.9
2026-08-27 18:00:00,SR,5904.74
2026-08-27 18:00:00,WR,5711.15
2026-08-27 19:00:00,SR,7344.6
2026-08-27 19:00:00,WR,6561.77
2026-08-27 20:00:00,SR,6749.8
2026-08-27 20:00:00,WR,6477.38
2026-08-27 21:00:00,SR,6969.57
2026-08-27 21:00:00,WR,5672.26
2026-08-27 22:00:00,SR,6112.79
2026-08-27 22:00:00,WR,5309.42
2026-08-27 23:00:00,SR,4610.88
2026-08-27 23:00:00,WR,4401.11
2026-08-28 00:00:00,SR,4157.05
2026-08-28 00:00:00,WR,3309.02
2026-08-28 01:00:00,SR,3169.54
2026-08-28 01:00:00,WR,3476.88
2026-08-28 02:00:00,SR,3343.45
2026-08-28 02:00:00,WR,3303.37
2026-08-28 03:00:00,SR,3592.19
2026-08-28 03:00:00,WR,3488.63
2026-08-28 04:00:00,SR,3207.62
2026-08-28 04:00:00,WR,3337.4
2026-08-28 05:00:00,SR,3624.15
2026-08-28 05:00:00,WR,3862.72
2026-08-28 06:00:00,SR,4647.5
2026-08-28 06:00:00,WR,4587.49
2026-08-28 07:00:00,SR,5050.67
2026-08-28 07:00:00,WR,5293.07
2026-08-28 08:00:00,SR,6054.81
2026-08-28 08:00:00,WR,6144.53
2026-08-28 09:00:00,SR,6434.48
2026-08-28 09:00:00,WR,5826.75
2026-08-28 10:00:00,SR,5826.8
2026-08-28 10:00:00,WR,5425.94
2026-08-28 11:00:00,SR,5089.67
2026-08-28 11:00:00,WR,4782.94
2026-08-28 12:00:00,SR,4272.14
2026-08-28 12:00:00,WR,4221.21
2026-08-28 13:00:00,SR,4319.28
2026-08-28 13:00:00,WR,4005.32
2026-08-28 14:00:00,SR,4291.65
2026-08-28 14:00:00,WR,3967.33
2026-08-28 15:00:00,SR,8752.08
2026-08-28 15:00:00,WR,4591.7
2026-08-28 16:00:00,SR,4802.38
2026-08-28 16:00:00,WR,4647.81
2026-08-28 17:00:00,SR,5404.54
2026-08-28 17:00:00,WR,4945.93
2026-08-28 18:00:00,SR,6028.07
2026-08-28 18:00:00,WR,5518.34
2026-08-28 19:00:00,SR,6746.04
2026-08-28 19:00:00,WR,6637.32
2026-08-28 20:00:00,SR,7428.47
2026-08-28 20:00:00,WR,6694.62
2026-08-28 21:00:00,SR,6669.42
2026-08-28 21:00:00,WR,6490.98
2026-08-28 22:00:00,SR,5708.35
2026-08-28 22:00:00,WR,5129.95
2026-08-28 23:00:00,SR,4448.56
2026-08-28 23:00:00,WR,4422.05
2026-08-29 00:00:00,SR,3145.82
2026-08-29 00:00:00,WR,2973.33
2026-08-29 01:00:00,SR,2930.73
2026-08-29 01:00:00,WR,2864.14
2026-08-29 02:00:00,SR,3099.0
2026-08-29 02:00:00,WR,3095.01
2026-08-29 03:00:00,SR,2732.62
2026-08-29 03:00:00,WR,2925.0
2026-08-29 04:00:00,SR,2824.29
2026-08-29 04:00:00,WR,3044.13
2026-08-29 05:00:00,SR,3264.45
2026-08-29 05:00:00,WR,3276.82
2026-08-29 06:00:00,SR,4126.21
2026-08-29 06:00:00,WR,3760.88
2026-08-29 07:00:00,SR,4605.51
2026-08-29 07:00:00,WR,4192.18
2026-08-29 08:00:00,SR,5085.59
2026-08-29 08:00:00,WR,4509.43
2026-08-29 09:00:00,SR,5424.83
2026-08-29 09:00:00,WR,5595.52
2026-08-29 10:00:00,SR,5129.7
2026-08-29 10:00:00,WR,4327.79
2026-08-29 11:00:00,SR,4306.23
2026-08-29 11:00:00,WR,4369.99
2026-08-29 12:00:00,SR,4061.3
2026-08-29 12:00:00,WR,3677.84
2026-08-29 13:00:00,SR,3931.67
2026-08-29 13:00:00,WR,3580.22
2026-08-29 14:00:00,SR,3786.76
2026-08-29 14:00:00,WR,3653.32
2026-08-29 15:00:00,SR,4616.37
2026-08-29 15:00:00,WR,4104.22
2026-08-29 16:00:00,SR,4660.31
2026-08-29 16:00:00,WR,4203.02
2026-08-29 17:00:00,SR,5355.82
2026-08-29 17:00:00,WR,4278.02
2026-08-29 18:00:00,SR,5523.31
2026-08-29 18:00:00,WR,4941.34
2026-08-29 19:00:00,SR,6052.12
2026-08-29 19:00:00,WR,5720.78
2026-08-29 20:00:00,SR,5646.34
2026-08-29 20:00:00,WR,5452.38
2026-08-29 21:00:00,SR,5501.6
2026-08-29 21:00:00,WR,5760.78
2026-08-29 22:00:00,SR,4921.48
2026-08-29 22:00:00,WR,4596.59
2026-08-29 23:00:00,SR,4068.77
2026-08-29 23:00:00,WR,3446.87
2026-08-30 00:00:00,SR,3301.16
2026-08-30 00:00:00,WR,3222.72
2026-08-30 01:00:00,SR,3025.72
2026-08-30 01:00:00,WR,3096.76
2026-08-30 02:00:00,SR,3073.97
2026-08-30 02:00:00,WR,3021.7
2026-08-30 03:00:00,SR,3094.09
2026-08-30 03:00:00,WR,2480.85
2026-08-30 04:00:00,SR,2982.61
2026-08-30 04:00:00,WR,2497.58
2026-08-30 05:00:00,SR,3325.28
2026-08-30 05:00:00,WR,3407.41
2026-08-30 06:00:00,SR,3964.38
2026-08-30 06:00:00,WR,3588.75
2026-08-30 07:00:00,SR,4722.14
2026-08-30 07:00:00,WR,4691.07
2026-08-30 08:00:00,SR,5056.69
2026-08-30 08:00:00,WR,5247.49
2026-08-30 09:00:00,SR,5247.64
2026-08-30 09:00:00,WR,4829.3
2026-08-30 10:00:00,SR,5196.94
2026-08-30 10:00:00,WR,4474.75
2026-08-30 11:00:00,SR,4622.74
2026-08-30 11:00:00,WR,4232.66
2026-08-30 12:00:00,SR,3803.4
2026-08-30 12:00:00,WR,3588.28
2026-08-30 13:00:00,SR,3669.56
2026-08-30 13:00:00,WR,3764.59
2026-08-30 14:00:00,SR,3465.46
2026-08-30 14:00:00,WR,3910.46
2026-08-30 15:00:00,SR,3790.4
2026-08-30 15:00:00,WR,3766.61
2026-08-30 16:00:00,SR,4964.84
2026-08-30 16:00:00,WR,4202.32
2026-08-30 17:00:00,SR,4903.39
2026-08-30 17:00:00,WR,4821.48
2026-08-30 18:00:00,SR,4631.22
2026-08-30 18:00:00,WR,4538.11
2026-08-30 19:00:00,SR,6685.01
2026-08-30 19:00:00,WR,5093.85
2026-08-30 20:00:00,SR,5966.97
2026-08-30 20:00:00,WR,5504.75
2026-08-30 21:00:00,SR,5376.63
2026-08-30 21:00:00,WR,6019.72
2026-08-30 22:00:00,SR,5023.53
2026-08-30 22:00:00,WR,4687.16
2026-08-30 23:00:00,SR,4011.2
2026-08-30 23:00:00,WR,3542.44
2026-08-31 00:00:00,SR,3857.29
2026-08-31 00:00:00,WR,3491.58
2026-08-31 01:00:00,SR,3689.3
2026-08-31 01:00:00,WR,3276.76
2026-08-31 02:00:00,SR,3263.54
2026-08-31 02:00:00,WR,3290.24
2026-08-31 03:00:00,SR,3605.19
2026-08-31 03:00:00,WR,3234.15
2026-08-31 04:00:00,SR,3670.67
2026-08-31 04:00:00,WR,3349.55
2026-08-31 05:00:00,SR,4058.22
2026-08-31 05:00:00,WR,3818.96
2026-08-31 06:00:00,SR,4598.21
2026-08-31 06:00:00,WR,4435.12
2026-08-31 07:00:00,SR,5348.98
2026-08-31 07:00:00,WR,5337.2
2026-08-31 08:00:00,SR,5917.05
2026-08-31 08:00:00,WR,5626.22
2026-08-31 09:00:00,SR,5811.39
2026-08-31 09:00:00,WR,6408.66
2026-08-31 10:00:00,SR,5644.34
2026-08-31 10:00:00,WR,5632.07
2026-08-31 11:00:00,SR,4440.17
2026-08-31 11:00:00,WR,4748.0
2026-08-31 12:00:00,SR,4064.43
2026-08-31 12:00:00,WR,4315.68
2026-08-31 13:00:00,SR,4340.49
2026-08-31 13:00:00,WR,3953.5
2026-08-31 14:00:00,SR,4332.69
2026-08-31 14:00:00,WR,4111.84
2026-08-31 15:00:00,SR,4891.48
2026-08-31 15:00:00,WR,4533.45
2026-08-31 16:00:00,SR,5535.6
2026-08-31 16:00:00,WR,4842.75
2026-08-31 17:00:00,SR,5963.68
2026-08-31 17:00:00,WR,5144.72
2026-08-31 18:00:00,SR,6347.26
2026-08-31 18:00:00,WR,6018.87
2026-08-31 19:00:00,SR,6829.97
2026-08-31 19:00:00,WR,6750.97
2026-08-31 20:00:00,SR,6795.54
2026-08-31 20:00:00,WR,6763.9
2026-08-31 21:00:00,SR,6291.09
2026-08-31 21:00:00,WR,6266.1
2026-08-31 22:00:00,SR,5602.45
2026-08-31 22:00:00,WR,5916.14
2026-08-31 23:00:00,SR,4423.03
2026-08-31 23:00:00,WR,4072.49
2026-09-01 00:00:00,SR,3745.07
2026-09-01 00:00:00,WR,3729.4
2026-09-01 01:00:00,SR,3692.64
2026-09-01 01:00:00,WR,3685.04
2026-09-01 02:00:00,SR,3405.24
2026-09-01 02:00:00,WR,3203.83
2026-09-01 03:00:00,SR,3474.9
2026-09-01 03:00:00,WR,3448.4
2026-09-01 04:00:00,SR,6351.05
2026-09-01 04:00:00,WR,3693.69
2026-09-01 05:00:00,SR,3615.69
2026-09-01 05:00:00,WR,3729.58
2026-09-01 06:00:00,SR,4212.72
2026-09-01 06:00:00,WR,4493.9
2026-09-01 07:00:00,SR,5792.02
2026-09-01 07:00:00,WR,4967.25
2026-09-01 08:00:00,SR,6167.68
2026-09-01 08:00:00,WR,5854.64
2026-09-01 09:00:00,SR,5945.17
2026-09-01 09:00:00,WR,5678.69
2026-09-01 10:00:00,SR,5494.0
2026-09-01 10:00:00,WR,5408.67
2026-09-01 11:00:00,SR,5552.12
2026-09-01 11:00:00,WR,4354.77
2026-09-01 12:00:00,SR,4256.23
2026-09-01 12:00:00,WR,3667.6
2026-09-01 13:00:00,SR,4636.45
2026-09-01 13:00:00,WR,3973.4
2026-09-01 14:00:00,SR,4446.45
2026-09-01 14:00:00,WR,4064.8
2026-09-01 15:00:00,SR,4445.85
2026-09-01 15:00:00,WR,4512.41
2026-09-01 16:00:00,SR,5237.55
2026-09-01 16:00:00,WR,5225.6
2026-09-01 17:00:00,SR,6093.6
2026-09-01 17:00:00,WR,5799.81
2026-09-01 18:00:00,SR,5704.0
2026-09-01 18:00:00,WR,5950.13
2026-09-01 19:00:00,SR,6667.03
2026-09-01 19:00:00,WR,6657.99
2026-09-01 20:00:00,SR,6845.44
2026-09-01 20:00:00,WR,6385.7
2026-09-01 21:00:00,SR,6895.49
2026-09-01 21:00:00,WR,5986.69
2026-09-01 22:00:00,SR,5883.65
2026-09-01 22:00:00,WR,5463.4
2026-09-01 23:00:00,SR,4561.74
2026-09-01 23:00:00,WR,3979.37
2026-09-02 00:00:00,SR,3782.46
2026-09-02 00:00:00,WR,3460.23
2026-09-02 01:00:00,SR,3615.32
2026-09-02 01:00:00,WR,3990.84
2026-09-02 02:00:00,SR,3215.04
2026-09-02 02:00:00,WR,3404.07
2026-09-02 03:00:00,SR,3425.74
2026-09-02 03:00:00,WR,3263.98
2026-09-02 04:00:00,SR,3684.63
2026-09-02 04:00:00,WR,3292.63
2026-09-02 05:00:00,SR,3795.08
2026-09-02 05:00:00,WR,3464.25
2026-09-02 06:00:00,SR,4405.93
2026-09-02 06:00:00,WR,4522.8
2026-09-02 07:00:00,SR,5310.63
2026-09-02 07:00:00,WR,5061.48
2026-09-02 08:00:00,SR,6475.44
2026-09-02 08:00:00,WR,5998.91
2026-09-02 09:00:00,SR,5553.16
2026-09-02 09:00:00,WR,6073.91
2026-09-02 10:00:00,SR,6550.35
2026-09-02 10:00:00,WR,5338.98
2026-09-02 11:00:00,SR,4562.75
2026-09-02 11:00:00,WR,4239.21
2026-09-02 12:00:00,SR,4382.14
2026-09-02 12:00:00,WR,4231.35
2026-09-02 13:00:00,SR,4055.14
2026-09-02 13:00:00,WR,4066.91
2026-09-02 14:00:00,SR,4510.51
2026-09-02 14:00:00,WR,3721.3
2026-09-02 15:00:00,SR,5019.47
2026-09-02 15:00:00,WR,4701.25
2026-09-02 16:00:00,SR,5401.16
2026-09-02 16:00:00,WR,4752.96
2026-09-02 17:00:00,SR,5818.71
2026-09-02 17:00:00,WR,5811.55
2026-09-02 18:00:00,SR,5722.39
2026-09-02 18:00:00,WR,5840.44
2026-09-02 19:00:00,SR,6736.58
2026-09-02 19:00:00,WR,6247.42
